Action,SKU,Product,Variation,Category,Location,Unit Selling Price,Current stock,Current Stock Value (By purchase price),Current Stock Value (By sale price),Potential profit,Total unit sold,Total Unit Transfered,Total Unit Adjusted,Custom Field1,Custom Field2,Custom Field3,Custom Field4
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ALVAN 1 CONNECT POINT,"₦ 20,000.000 View group prices",4.0 UNIT(S),"₦ 71,999.996","₦ 80,000.000","₦ 8,000.004",7.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,MBAITOLI CONNECT POINT,"₦ 20,000.000 View group prices",3.0 UNIT(S),"₦ 53,999.997","₦ 60,000.000","₦ 6,000.003",10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ALVAN 2 CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120473,EYESYTE PTZ CAMERA,,ACCESSORIES,EBU AWKA,"₦ 25,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,3.0 UNIT(S),2.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120473,EYESYTE PTZ CAMERA,,ACCESSORIES,HEAD OFFICE,"₦ 25,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),3.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120474,EYESYTE BATTERY CAMERA,,ACCESSORIES,EBU AWKA,"₦ 78,000.000 View group prices",1.0 UNIT(S),"₦ 72,558.140","₦ 78,000.000","₦ 5,441.860",0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120475,EYESYTE DOORBELL CAMERA,,ACCESSORIES,,"₦ 55,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120476,MTN CAR TRACKER,,ACCESSORIES,,"₦ 55,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120478,EYESYTE ALARM GATEWAY SYSTEM,,ACCESSORIES,,"₦ 57,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120479,EYESYTE SURVEILLANCE CAMERS (WITH SOLAR ),,ACCESSORIES,HEAD OFFICE,"₦ 195,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),3.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120479,EYESYTE SURVEILLANCE CAMERS (WITH SOLAR ),,ACCESSORIES,EBU AWKA,"₦ 195,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,3.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120480,EYESYTE SURVEILLANCE CAMERS (WITHOUT SOLAR),,ACCESSORIES,,"₦ 172,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120961,TECNO POVA NEO (4/64GB),,PHONES,ALAKAHIA CONNECT / LITE,"₦ 91,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120964,TECNO SPARK 8C (3/64GB),,PHONES,AWKA CONNECT / LITE,"₦ 70,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120965,TECNO POP 6 GO,,PHONES,AWKA CONNECT / LITE,"₦ 54,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120968,TECNO SPARK 8P (4/128GB),,PHONES,AWKA CONNECT / LITE,"₦ 85,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,AIRPORT CONNECT POINT,"₦ 17,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,26.0 UNIT(S),4.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,ALAKAHIA CONNECT / LITE,"₦ 17,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,4.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,ULAKWO CONNECT POINT,"₦ 17,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,IMT CONNECT LITE,"₦ 17,000.000 View group prices",1.0 UNIT(S),"₦ 14,500.000","₦ 17,000.000","₦ 2,500.000",13.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 17,000.000 View group prices",5.0 UNIT(S),"₦ 72,500.000","₦ 85,000.000","₦ 12,500.000",95.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,AWKA CONNECT / LITE,"₦ 17,000.000 View group prices",17.0 UNIT(S),"₦ 246,500.000","₦ 289,000.000","₦ 42,500.000",46.0 UNIT(S),36.0 UNIT(S),1.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,IMSU CONNECT POINT,"₦ 17,000.000 View group prices",2.0 UNIT(S),"₦ 29,000.000","₦ 34,000.000","₦ 5,000.000",15.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,ESUT CONNECT POINT,"₦ 17,000.000 View group prices",2.0 UNIT(S),"₦ 12,000.000","₦ 34,000.000","₦ 22,000.000",0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120970,TECNO 101,,PHONES,OKIGWE HUB,"₦ 17,000.000 View group prices",4.0 UNIT(S),"₦ 58,000.000","₦ 68,000.000","₦ 10,000.000",3.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120972,MOTTO C PLUS,,,AIRPORT CONNECT POINT,"₦ 24,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),1.0 UNIT(S),,,,
Product stock history,120973,INFINIX HOT 12 PLAY,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 110,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120974,ITEL 2070,,PHONES,ESUT CONNECT POINT,"₦ 5,000.000 View group prices",1.0 UNIT(S),"₦ 4,000.000","₦ 5,000.000","₦ 1,000.000",0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120976,TECNO SPARK 5,,PHONES,ALAKAHIA CONNECT / LITE,"₦ 67,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,121055,Tecno 352,,PHONES,AWKA CONNECT / LITE,"₦ 12,000.000 View group prices",5.0 UNIT(S),"₦ 91,000.000","₦ 60,000.000","₦ -31,000.000",14.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
